x,time,se
0.0999070719318814,2023-04-30,0.0244157641802048
0.0999070719318814,2023-05-05,0.0149067616241088
0.0832409176461645,2023-05-10,0.0160542574400987
0.0665747633604475,2023-05-15,0.0191335827706147
0.0732548792132227,2023-05-20,0.0256429338593559
0.0799349950659979,2023-05-25,0.0301941200345924
0.086615110918773,2023-05-30,0.0335926848120865
0.0932952267715482,2023-06-04,0.0361650497245301
0.0999753426243234,2023-06-09,0.0380790221873411
0.106655458477099,2023-06-14,0.0394305947252009
0.113335574329874,2023-06-19,0.0402764252447359
0.120015690182649,2023-06-24,0.0406480973857239
0.126695806035424,2023-06-29,0.0405586485491877
0.133375921888199,2023-07-04,0.0400049857351118
0.140056037740974,2023-07-09,0.0389673267708885
0.14673615359375,2023-07-14,0.0374054138881612
0.153416269446525,2023-07-19,0.0352496266801909
0.1600963852993,2023-07-24,0.032381570908678
0.166776501152075,2023-07-29,0.0285876695168983
0.17345661700485,2023-08-03,0.0234222612651679
0.180136732857626,2023-08-08,0.015575896687283
0.172579542431866,2023-08-13,0.0213797138596027
0.165022352006107,2023-08-18,0.0241661080811101
0.157465161580347,2023-08-23,0.0249666658330892
0.149907971154588,2023-08-28,0.0239810974273119
0.142350780728828,2023-09-02,0.0209589282354595
0.134793590303069,2023-09-07,0.014693036435805
0.1412697258947,2023-09-12,0.021359211558451
0.147745861486332,2023-09-17,0.0256773446285342
0.154221997077964,2023-09-22,0.0287265669028765
0.160698132669595,2023-09-27,0.0308850250923879
0.167174268261227,2023-10-02,0.0323316163216208
0.173650403852858,2023-10-07,0.033159637559217
0.18012653944449,2023-10-12,0.033415104701734
0.186602675036121,2023-10-17,0.0331112728761087
0.193078810627753,2023-10-22,0.032232329590079
0.149432341433487,2023-10-27,0.0118823321407882
0.127836943842641,2023-11-01,0.0133189369413669
0.118645279258156,2023-11-06,0.0117918084901126
0.112220937529505,2023-11-11,0.0219061416426237
0.13981710958462,2023-11-16,0.01552420346886
0.167413281639735,2023-11-21,0.0224795059010131
0.164016636033987,2023-11-26,0.0243298297911809
0.16061999042824,2023-12-01,0.0221367371939043
0.157223344822492,2023-12-06,0.01412840165504
0.142770469958413,2023-12-11,0.0121737099029911
0.111837039726952,2023-12-16,0.0169496103508235
0.108237969388899,2023-12-21,0.0112810039442021
0.110312340986161,2023-12-26,0.0154248084131503
0.112386712583422,2023-12-31,0.0104981213459597
0.108567147298873,2024-01-05,0.0117412733491035
0.0894283070423097,2024-01-10,0.0125569614644715
0.0883765771724568,2024-01-15,0.00935308052095895
0.090183795392818,2024-01-20,0.0108056832302576
0.0781842356799599,2024-01-25,0.0107976392516207
0.077848601061243,2024-01-30,0.00976123205141978
0.0846812922289314,2024-02-04,0.0118071327310395
0.0759433660881589,2024-02-09,0.0091554592882799
0.071723673277726,2024-02-14,0.00954091545369429
0.0643530136887531,2024-02-19,0.0156163247710806
0.0569823540997803,2024-02-24,0.0113119817024464
0.0577570886119769,2024-02-29,0.011084880705013
0.0707017784367302,2024-03-05,0.0122469739516039
0.0687213284846332,2024-03-10,0.0178915740034165
0.0667408785325363,2024-03-15,0.0174497596401225
0.0647604285804393,2024-03-20,0.0101560545738104
0.0661771551827879,2024-03-25,0.0115789360123828
0.0814327177349654,2024-03-30,0.0102742952283877
0.0880015054945218,2024-04-04,0.0118105471986048
0.0822791214073979,2024-04-09,0.00911506630514176
0.0779593742764655,2024-04-14,0.0103683523277645
0.0866945294418645,2024-04-19,0.013820047325605
0.069358751594782,2024-04-24,0.0157565326468919
0.0817629106313324,2024-04-29,0.0112488575587196
