x,time,se
0.0773499998188568,2023-04-30,0.0122341114273816
0.0773499998188568,2023-05-05,2.61667760547912e-06
0.0688750000748084,2023-05-10,0.00865082308263204
0.0604000003307601,2023-05-15,3.91939662767494e-06
0.0674000000677551,2023-05-20,1.92599673228896e-06
0.0775700000375147,2023-05-25,0.011606297031924
0.0877400000072742,2023-05-30,0.0154750626200416
0.0979099999770338,2023-06-04,0.017728911433372
0.108079999946793,2023-06-09,0.0189530035442318
0.118249999916553,2023-06-14,0.0193438282483111
0.128419999886313,2023-06-19,0.0189530035738358
0.138589999856072,2023-06-24,0.0177289114966679
0.148759999825832,2023-06-29,0.0154750627288135
0.158929999795591,2023-07-04,0.0116062972252962
0.169099999765351,2023-07-09,3.05291713882474e-06
0.168291666452022,2023-07-14,0.0117132699863042
0.167483333138693,2023-07-19,0.0157941697831789
0.166674999825364,2023-07-24,0.01835116686818
0.165866666512035,2023-07-29,0.0199782199563366
0.165058333198706,2023-08-03,0.0208937225199298
0.164249999885377,2023-08-08,0.021190102165208
0.163441666572048,2023-08-13,0.0208937224955287
0.162633333258719,2023-08-18,0.019978219905298
0.16182499994539,2023-08-23,0.0183511667848343
0.161016666632061,2023-08-28,0.0157941696540604
0.160208333318732,2023-09-02,0.0117132697686749
0.159400000005403,2023-09-07,1.78950864997907e-06
0.158844444394044,2023-09-12,0.011534430729154
0.158288888782686,2023-09-17,0.0152586175582947
0.157733333171328,2023-09-22,0.0173016460441278
0.157177777559969,2023-09-27,0.0182375363024615
0.156622221948611,2023-10-02,0.0182375363860435
0.156066666337252,2023-10-07,0.0173016463084371
0.155511110725894,2023-10-12,0.0152586180577923
0.154955555114536,2023-10-17,0.0115344316542366
0.154399999503177,2023-10-22,5.53536442416495e-06
0.130600000525796,2023-10-27,5.82530452167166e-06
0.131399999769163,2023-11-01,3.02043842832994e-06
0.121399999912367,2023-11-06,0.00865082309601773
0.111400000055572,2023-11-11,1.88213315195235e-06
0.103999999989847,2023-11-16,0.00865082304733492
0.0965999999241229,2023-11-21,1.95937650998283e-06
0.0856499999636645,2023-11-26,0.0105950511477838
0.0747000000032061,2023-12-01,0.0122341112129684
0.0637500000427477,2023-12-06,0.0105950511504442
0.0528000000822893,2023-12-11,1.9879401859325e-06
0.0456999997584757,2023-12-16,3.11195430967885e-06
0.0273000006038108,2023-12-21,6.61297032842579e-06
0.0371499997969486,2023-12-26,2.78975694654123e-06
0.0375000001122126,2023-12-31,2.14451614207259e-06
0.0430999997317584,2024-01-05,3.34639932999693e-06
0.0361500001757998,2024-01-10,2.57584152503415e-06
0.0374250000673276,2024-01-15,0.00865082307579974
0.0386999999588554,2024-01-20,1.84046150369092e-06
0.0380499999102299,2024-01-25,2.02361120256345e-06
0.0332000002992337,2024-01-30,3.62679111940593e-06
0.0423500000256486,2024-02-04,1.8089309159617e-06
0.0526999993513042,2024-02-09,7.0697517122385e-06
0.0327000007213668,2024-02-14,7.81346270802886e-06
0.0464499993203121,2024-02-19,7.38635944132991e-06
0.0284000005354145,2024-02-24,5.92190124311544e-06
0.0354000001720594,2024-02-29,2.54760843192291e-06
0.0504499997397736,2024-03-05,3.27528405519875e-06
0.0533249998637418,2024-03-10,0.0086508231659717
0.05619999998771,2024-03-15,1.79328967851614e-06
0.058499999799086,2024-03-20,2.77249972111013e-06
0.0514000002778598,2024-03-25,3.43253964926353e-06
0.0573000003067145,2024-03-30,0.00865082365115061
0.0632000003355692,2024-04-04,3.96458279314508e-06
0.0847999994111509,2024-04-09,6.46123698461986e-06
0.0788500000534346,2024-04-14,1.87523942618102e-06
0.0754000000245799,2024-04-19,1.8072806924919e-06
0.0730999999829009,2024-04-24,1.79766526588119e-06
0.0700000000662589,2024-04-29,1.92020107194797e-06
