date,node,reach_id,pred,se
2023-05-20,1,44230000831,-0.0606225991742584,0.0261772985149724
2023-05-20,2,44230000821,-0.0600103649972163,0.0263605107182405
2023-05-20,3,44230000841,-0.0610435526752048,0.0261319923208831
2023-05-20,4,44230000851,-0.0613334043198246,0.0261815999380724
2023-05-20,5,44230000861,-0.0614794254051242,0.0262871629764944
2023-05-20,6,44230000871,-0.0616366205906992,0.0264306632769229
2023-05-20,7,44250000011,-0.0767668962098515,0.0288537227191999
2023-05-20,8,44250000021,-0.0772914341145668,0.0290740513557272
2023-05-20,9,44250000031,-0.0778250179924887,0.0293707253663121
2023-05-20,10,44250000041,-0.0781291826809265,0.0295736877874196
2023-05-20,11,44250000061,-0.0547472427008911,0.0250135693552625
2023-05-20,12,44250000421,-0.00345481256487611,0.0873856692550889
2023-05-20,13,44250000431,-0.00348950275861596,0.0883045441480472
2023-05-20,14,44250000071,-0.05747287052395,0.025617933559177
2023-05-20,15,44250000081,-0.0577544990494282,0.0253345448927646
2023-05-20,16,44250000091,-0.0580053160196783,0.0251221126433024
2023-05-20,17,44250000101,-0.0582595581782237,0.0249210539490481
2023-05-20,18,44250000111,-0.0588839624279431,0.0244852453275951
2023-05-20,19,44250000131,-0.0630182517434005,0.0249940754013435
2023-05-20,20,44250000141,-0.0640238835033998,0.0247046052208026
2023-05-20,21,44250000151,-0.0645230439906759,0.0246968674322387
2023-05-20,22,44250000181,-0.0660641616432651,0.0251242247692029
2023-05-20,23,44250000191,-0.0666270044778131,0.0253111011004114
2023-05-20,24,44250000371,-0.075717220498399,0.0262528264349321
2023-05-20,25,44250000381,-0.0762804275849597,0.0266276869806983
2023-05-20,26,44250000391,-0.0768589384312752,0.0271290895566678
2023-05-20,27,44250000401,-0.0780529577435655,0.028513899973549
2023-05-20,28,44271000011,-0.061553694708102,0.0384308540747307
2023-05-20,29,44261000011,-0.10286336918539,0.0335953616265844
2023-05-20,30,44261000061,-0.0882728682215671,0.0433603763435411
2023-05-20,31,44261000024,-0.102913806749516,0.0336406154342667
2023-05-20,32,44261000031,-0.106366210462426,0.0377761600244519
2023-05-20,33,44250000201,0.0110351342323538,0.0348536055392274
2023-05-20,34,44250000211,0.0110892922743099,0.0349931678908003
2023-05-20,35,44250000221,0.0111440703297606,0.0351350104498579
2023-05-20,36,44250000231,0.0112237639019137,0.0353200011219986
2023-05-20,37,44250000161,-0.0450302278825378,0.0428536131583002
2023-05-20,38,44250000121,0.00560710160315174,0.0874558591928697
2023-05-20,39,44250000051,-0.0846113785063036,0.0341390258263866
2023-05-20,40,44240100011,0.0316010052725954,0.0267265916100781
2023-05-20,41,44240300011,-0.0031646578868062,0.0223152220252155
2023-05-20,42,44240300021,-0.00316706411861236,0.0223976394775522
2023-05-20,43,44240500011,-0.0134007635732706,0.0240902119080838
2023-05-20,44,44240500021,-0.0133215817086681,0.0241482836354859
2023-05-20,45,44240500031,-0.0132430836783629,0.0242098078437439
2023-05-20,46,44240500041,-0.0131065676166815,0.0242803455166164
2023-05-20,47,44240500051,-0.0129705124464623,0.0243597391838743
2023-05-20,48,44240500061,-0.0128350541343633,0.0244476650234906
2023-05-20,49,44240500071,-0.0126790598846342,0.0245850990169901
2023-05-20,50,44240500081,-0.0125719044321788,0.0247998864592896
2023-05-20,51,44240500091,-0.0125260763579652,0.0250196731588911
2023-05-20,52,44240500101,-0.0124833925910503,0.0252318068743709
2023-05-20,53,44240500211,-0.0124593808769406,0.025354533764422
2023-05-20,54,44240500221,-0.0126077700223981,0.0254535766957783
2023-05-20,55,44240500231,-0.0127762375713873,0.0255759034910052
2023-05-20,56,44240500241,-0.0129180124081297,0.0257127014615989
2023-05-20,57,44240500251,-0.0130958440499714,0.0258714862181214
2023-05-20,58,44240500121,0.00276765665774887,0.0424367011164554
2023-05-20,59,44240500111,-0.0161995756801079,0.027935979695315
2023-05-20,60,44240700011,-0.0621703343617073,0.0416455845936786
2023-05-20,61,44240600011,0.0740335176183344,0.0710934276994448
2023-05-20,62,44240400011,0.00689457539884889,0.0276019304035725
2023-05-20,63,44240400021,0.00698372794809855,0.0277330873177649
2023-05-20,64,44240400031,0.00707121862761404,0.0278647721453542
2023-05-20,65,44240400041,0.00712772115371571,0.027951387123396
2023-05-20,66,44240400051,0.0071842928371681,0.0280393476815549
2023-05-20,67,44240400061,0.00727740915170455,0.0281868394996742
2023-05-20,68,44240400071,0.00737107813270594,0.0283386205764173
2023-05-20,69,44240400101,0.0074182202853057,0.0284163092033689
2023-05-20,70,44240400111,0.00746574344312585,0.0284955086688402
2023-05-20,71,44240400121,0.00751370679653612,0.0285763422356451
2023-05-20,72,44240400131,0.00757012776058601,0.0286725897082101
