x,time,se
-0.07998782150041,2023-04-30,0.0530812860042455
-0.0736842105967005,2023-05-05,2.05914865704468e-06
-0.122295579073874,2023-05-10,0.0358522082648736
-0.171731448671236,2023-05-15,2.20941784923376e-06
-0.151183099723677,2023-05-20,0.0486313643721415
-0.131654007858177,2023-05-25,0.0657922180514939
-0.113012510440313,2023-05-30,0.0769689261294507
-0.0951329288836675,2023-06-04,0.0847701157289693
-0.0778947213409094,2023-06-09,0.0902560557304862
-0.0611816700261086,2023-06-14,0.0939851626083609
-0.0448810976893175,2023-06-19,0.0962828061349916
-0.028883107960993,2023-06-24,0.0973381346511379
-0.0130798444447579,2023-06-29,0.0972439514409307
0.00263523643659979,2023-07-04,0.0960115447992614
0.0183680837442698,2023-07-09,0.0935700044270541
0.034224766318411,2023-07-14,0.0897499276750792
0.0503121878806774,2023-07-19,0.0842417385319878
0.0667388077654085,2023-07-24,0.0764962680643325
0.083615372138561,2023-07-29,0.0654514984869464
0.101055660634165,2023-08-03,0.0484762897617785
0.119177253442036,2023-08-08,1.89171856975201e-06
0.109891871829508,2023-08-13,0.0461250239300814
0.101347367132638,2023-08-18,0.058182262940051
0.0934861333958617,2023-08-23,0.0616497166137463
0.0862551711888544,2023-08-28,0.0581726022511047
0.0796057302911681,2023-09-02,0.046115451705263
0.0734929810244915,2023-09-07,1.84082614499884e-06
0.0810654540068305,2023-09-12,0.0475588746251584
0.0891844598903858,2023-09-17,0.0626435500807579
0.0979047359722575,2023-09-22,0.0708469418528975
0.107285073236161,2023-09-27,0.0746055047281106
0.117388712713706,2023-10-02,0.0746422346609531
0.128283771847324,2023-10-07,0.070941233488866
0.140043703729335,2023-10-12,0.0627518295347494
0.152747792313286,2023-10-17,0.0476247981528438
0.166481686936197,2023-10-22,2.11022013317236e-06
0.120853080570731,2023-10-27,1.82653688693592e-06
0.0775937227595648,2023-11-01,1.82737025599643e-06
0.0383767093130463,2023-11-06,1.82789714061451e-06
0.00374158156476068,2023-11-11,2.46946242107639e-06
0.0642332783861541,2023-11-16,0.0358493343280108
0.125158027738013,2023-11-21,2.08791357590535e-06
0.129031337801063,2023-11-26,0.0413633725035334
0.133774560606355,2023-12-01,0.0413637539188947
0.139419674354131,2023-12-06,2.25109329484038e-06
0.0707070706037551,2023-12-11,2.29882106739365e-06
-0.0774077405779982,2023-12-16,3.2180556281519e-06
-0.0744449281587154,2023-12-21,1.82990855293963e-06
-0.0654437370776725,2023-12-26,0.0358493759814666
-0.056883759284456,2023-12-31,1.83125753819774e-06
-0.0563847430506206,2024-01-05,2.26159329325036e-06
-0.132586610987273,2024-01-10,2.34937652148115e-06
-0.125125125134491,2024-01-15,1.83071473673078e-06
-0.125748503054155,2024-01-20,1.99899680653782e-06
-0.173719376315954,2024-01-25,2.09546541059264e-06
-0.164079822535176,2024-01-30,2.13081870179412e-06
-0.0927419356206548,2024-02-04,2.59843897397795e-06
-0.127784290719618,2024-02-09,1.84420210047871e-06
-0.149035651669487,2024-02-14,1.8270544396283e-06
-0.174225508046602,2024-02-19,0.0358562939823362
-0.200589970469475,2024-02-24,1.87682596833821e-06
-0.203566121759811,2024-02-29,2.14100224523477e-06
-0.143986448411166,2024-03-05,2.101209341317e-06
-0.144826595963351,2024-03-10,0.0413671112086434
-0.14664314586392,2024-03-15,0.0413672731948644
-0.149448345059487,2024-03-20,1.85581426933149e-06
-0.172111822038226,2024-03-25,2.47961278187184e-06
-0.099973340528796,2024-03-30,2.16651288869129e-06
-0.0951913640970244,2024-04-04,1.83694628339891e-06
-0.102331961618438,2024-04-09,1.86299891577007e-06
-0.131205673732622,2024-04-14,1.86044417766296e-06
-0.140674157326693,2024-04-19,1.85332672285136e-06
-0.169122806900067,2024-04-24,2.41981714094053e-06
-0.107883817494655,2024-04-29,2.04004649962592e-06
