date,node,reach_id,pred,se
2023-05-20,1,44230000831,0.0687155785577863,0.00809559859026797
2023-05-20,2,44230000821,0.0687155777700096,0.00809559897186629
2023-05-20,3,44230000841,0.0687155791275786,0.00809559844176188
2023-05-20,4,44230000851,0.0687155799446765,0.00809559838748673
2023-05-20,5,44230000861,0.0687155809896622,0.00809559842667574
2023-05-20,6,44230000871,0.068715582168356,0.00809559856523839
2023-05-20,7,44250000011,0.0609631039847362,0.00940617536397681
2023-05-20,8,44250000021,0.0609631056194941,0.00940617569098636
2023-05-20,9,44250000031,0.0609631072511958,0.00940617601733999
2023-05-20,10,44250000041,0.0609631081678161,0.00940617620065198
2023-05-20,11,44250000061,0.0746246926528745,0.00890378888560914
2023-05-20,12,44250000421,-0.0149413220280054,0.12668572184111
2023-05-20,13,44250000431,-0.0149413222041842,0.12668572337656
2023-05-20,14,44250000071,0.0789585325771666,0.00713203321886396
2023-05-20,15,44250000081,0.07895853314734,0.00713203305203646
2023-05-20,16,44250000091,0.0789585336772626,0.00713203294304395
2023-05-20,17,44250000101,0.0789585342107687,0.00713203283330812
2023-05-20,18,44250000111,0.0789585347486729,0.00713203262144744
2023-05-20,19,44250000131,0.0790886629361734,0.00567538271495508
2023-05-20,20,44250000141,0.0790886627621188,0.00567538233774338
2023-05-20,21,44250000151,0.0790886626676816,0.00567538220104016
2023-05-20,22,44250000181,0.0787742985047322,0.00593563860715466
2023-05-20,23,44250000191,0.0787742982908682,0.00593563859345404
2023-05-20,24,44250000371,0.0772745738895156,0.00655480799352196
2023-05-20,25,44250000381,0.0772745736929146,0.00655480804277098
2023-05-20,26,44250000391,0.0772745734950246,0.00655480815166013
2023-05-20,27,44250000401,0.0772745731796717,0.00655480849721201
2023-05-20,28,44271000011,0.0907224829142542,0.0129827675161348
2023-05-20,29,44261000011,0.0585565366409517,0.0130770764254651
2023-05-20,30,44261000061,0.0479836035342171,0.0212428309834946
2023-05-20,31,44261000024,0.0585565366553823,0.0130770764320127
